PeakID	Annotation
1-3414	enhancer
1-1926	enhancer
1-6126	promoter
1-5520	enhancer
1-1652	enhancer
1-359	enhancer
1-7865	enhancer
1-8239	enhancer
1-2194	enhancer
1-4177	enhancer
1-3289	enhancer
1-6223	enhancer
1-2981	enhancer
1-1167	enhancer
1-963	enhancer
1-1012	enhancer
1-3825	enhancer
1-7896	enhancer
1-7845	enhancer
1-2742	enhancer
1-6798	enhancer
1-946	enhancer
1-5231	enhancer
1-4	enhancer
1-6608	enhancer
1-4651	enhancer
1-2554	enhancer
1-4254	enhancer
1-7977	enhancer
1-1487	enhancer
1-1916	enhancer
1-564	enhancer
1-729	enhancer
1-191	enhancer
1-7523	enhancer
1-548	enhancer
1-1931	enhancer
1-8099	enhancer
1-8179	enhancer
1-8250	enhancer
1-5140	enhancer
1-3300	enhancer
1-7297	enhancer
1-3016	enhancer
1-69	enhancer
1-6742	enhancer
1-3045	enhancer
1-6743	enhancer
1-5466	enhancer
1-1465	enhancer
1-3044	enhancer
1-6785	enhancer
1-5533	enhancer
1-7781	enhancer
1-136	enhancer
1-5893	enhancer
1-2532	enhancer
1-4475	enhancer
1-1076	enhancer
1-4476	enhancer
1-7581	enhancer
1-3943	enhancer
1-774	enhancer
1-3421	enhancer
1-7022	enhancer
1-5250	enhancer
1-3620	enhancer
1-7669	enhancer
1-648	enhancer
1-2903	enhancer
1-91	enhancer
1-1125	enhancer
1-1848	enhancer
1-7129	enhancer
1-5062	enhancer
1-5061	enhancer
1-974	enhancer
1-5978	enhancer
1-1733	enhancer
1-8026	enhancer
1-1055	enhancer
1-2546	enhancer
1-4158	enhancer
1-1054	enhancer
1-1038	enhancer
1-1068	enhancer
1-4483	enhancer
1-5321	enhancer
1-1069	enhancer
1-8141	enhancer
1-1037	enhancer
1-2992	enhancer
1-1058	enhancer
1-1057	enhancer
1-4993	enhancer
1-3222	enhancer
1-4317	enhancer
1-2991	enhancer
1-1982	enhancer
1-4655	enhancer
1-1431	enhancer
1-776	enhancer
1-1776	enhancer
1-4530	enhancer
1-7128	enhancer
1-229	enhancer
1-3389	enhancer
1-7698	enhancer
1-7327	enhancer
1-7326	enhancer
1-1499	enhancer
1-1498	enhancer
1-3602	enhancer
1-1243	enhancer
1-5330	enhancer
1-7619	enhancer
1-1838	enhancer
1-1836	enhancer
1-3989	enhancer
1-6793	enhancer
1-2595	enhancer
1-1837	enhancer
1-1813	enhancer
1-4580	promoter
1-5197	enhancer
1-5543	enhancer
1-469	promoter
1-3345	enhancer
1-3346	enhancer
1-5494	enhancer
1-3418	enhancer
1-706	enhancer
1-6169	enhancer
1-418	enhancer
1-80	enhancer
1-5486	enhancer
1-3592	enhancer
1-4360	enhancer
1-5816	enhancer
1-7719	enhancer
1-7134	enhancer
1-5379	promoter
1-410	enhancer
1-2040	enhancer
1-2557	enhancer
1-7338	enhancer
1-7336	enhancer
1-7337	enhancer
1-8076	enhancer
1-3855	enhancer
1-106	enhancer
1-2072	enhancer
1-5619	enhancer
1-6627	enhancer
1-4058	enhancer
1-818	enhancer
1-4059	enhancer
1-621	enhancer
1-237	enhancer
1-6626	enhancer
1-1622	enhancer
1-1627	enhancer
1-1628	enhancer
1-2516	enhancer
1-1461	enhancer
1-1462	enhancer
1-699	enhancer
1-2484	enhancer
1-2515	enhancer
1-5763	enhancer
1-2039	enhancer
1-4209	enhancer
1-5617	enhancer
1-8048	enhancer
1-6753	enhancer
1-8240	promoter
1-5337	enhancer
1-5551	enhancer
1-5650	enhancer
1-5616	enhancer
1-1184	enhancer
1-2066	enhancer
1-2065	enhancer
1-2783	enhancer
1-5618	enhancer
1-3705	enhancer
1-3543	enhancer
1-6758	enhancer
1-3200	enhancer
1-6759	enhancer
1-3544	enhancer
1-3201	enhancer
1-3704	enhancer
1-4526	enhancer
1-617	enhancer
1-2710	enhancer
1-5160	enhancer
1-4626	enhancer
1-4716	enhancer
1-6383	enhancer
1-352	enhancer
1-7864	enhancer
1-4673	enhancer
1-7113	enhancer
1-8047	enhancer
1-6928	enhancer
1-2656	enhancer
1-843	enhancer
1-6929	enhancer
1-6930	enhancer
1-3969	enhancer
1-6842	enhancer
1-4192	enhancer
1-4191	enhancer
1-6843	enhancer
1-6717	enhancer
1-8361	enhancer
1-6745	enhancer
1-2225	enhancer
1-118	enhancer
1-6744	enhancer
1-7294	enhancer
1-121	enhancer
1-1398	enhancer
1-1719	enhancer
1-5579	enhancer
1-5580	enhancer
1-2507	enhancer
1-4583	enhancer
1-30	enhancer
1-2998	enhancer
1-6715	enhancer
1-5552	enhancer
1-2785	enhancer
1-8104	enhancer
1-6714	enhancer
1-3925	enhancer
1-1872	enhancer
1-7620	enhancer
1-8000	enhancer
1-5522	enhancer
1-8022	enhancer
1-7157	enhancer
1-1195	promoter
1-1452	enhancer
1-6835	enhancer
1-7156	enhancer
1-1451	enhancer
1-1717	enhancer
1-1449	enhancer
1-1450	enhancer
1-6950	enhancer
1-6210	enhancer
1-6209	enhancer
1-1210	promoter
1-5549	enhancer
1-4841	enhancer
1-4503	enhancer
1-632	enhancer
1-6617	enhancer
1-4190	enhancer
1-5550	enhancer
1-5135	enhancer
1-5962	enhancer
1-931	enhancer
1-4842	enhancer
1-6817	enhancer
1-7185	enhancer
1-2939	enhancer
1-7488	enhancer
1-4824	enhancer
1-93	enhancer
1-5556	enhancer
1-3564	enhancer
1-6853	promoter
1-7487	enhancer
1-4823	enhancer
1-4426	enhancer
1-7622	enhancer
1-6240	enhancer
1-280	enhancer
1-3150	enhancer
1-8157	enhancer
1-281	enhancer
1-7821	enhancer
1-6725	enhancer
1-6222	enhancer
1-6552	enhancer
1-5891	enhancer
1-2442	enhancer
1-55	enhancer
1-865	enhancer
1-7330	enhancer
1-7377	enhancer
1-4711	enhancer
1-5155	enhancer
1-454	enhancer
1-5154	enhancer
1-2032	enhancer
1-5065	enhancer
1-6691	enhancer
1-6689	enhancer
1-6690	enhancer
1-3962	enhancer
1-7133	enhancer
1-3961	enhancer
1-772	enhancer
1-4590	enhancer
1-5064	enhancer
1-7212	enhancer
1-830	enhancer
1-1573	enhancer
1-1572	enhancer
1-1993	enhancer
1-1992	enhancer
1-7211	enhancer
1-732	enhancer
1-144	enhancer
1-6728	enhancer
1-862	enhancer
1-8074	enhancer
1-8075	enhancer
1-5642	enhancer
1-417	enhancer
1-3245	enhancer
1-4005	enhancer
1-1997	enhancer
1-3246	enhancer
1-7256	enhancer
1-2914	enhancer
1-1008	enhancer
1-15	enhancer
1-16	enhancer
1-1006	enhancer
1-6600	enhancer
1-1007	enhancer
1-4482	enhancer
1-1229	enhancer
1-6602	enhancer
1-5398	enhancer
1-14	enhancer
1-6601	enhancer
1-6688	enhancer
1-3148	enhancer
1-549	enhancer
1-6327	enhancer
1-1265	enhancer
1-6848	enhancer
1-2848	enhancer
1-5517	enhancer
1-6328	enhancer
1-987	enhancer
1-3249	enhancer
1-5885	enhancer
1-3250	enhancer
1-146	enhancer
1-7440	enhancer
1-7441	enhancer
1-1091	enhancer
1-4549	enhancer
1-3833	enhancer
1-6142	enhancer
1-1439	enhancer
1-7132	enhancer
1-1103	enhancer
1-3829	enhancer
1-6829	enhancer
1-1005	enhancer
1-6194	enhancer
1-172	enhancer
1-1251	enhancer
1-7169	enhancer
1-2635	enhancer
1-7168	enhancer
1-2634	enhancer
1-6536	enhancer
1-7782	enhancer
1-171	enhancer
1-6830	enhancer
1-5143	enhancer
1-5142	enhancer
1-2984	enhancer
1-2658	enhancer
1-2646	enhancer
1-2645	enhancer
1-2659	enhancer
1-6755	enhancer
1-2983	enhancer
1-3343	enhancer
1-3342	enhancer
1-7836	enhancer
1-8110	enhancer
1-5080	enhancer
1-8109	enhancer
1-8253	enhancer
1-5081	enhancer
1-4003	enhancer
1-7069	enhancer
1-7068	enhancer
1-5387	enhancer
1-8289	enhancer
1-4903	enhancer
1-2314	enhancer
1-2675	enhancer
1-2952	enhancer
1-3208	enhancer
1-2676	enhancer
1-7550	enhancer
1-6498	enhancer
1-935	enhancer
1-4737	enhancer
1-3957	enhancer
1-1688	enhancer
1-1429	enhancer
1-441	enhancer
1-7776	enhancer
1-4425	enhancer
1-5060	enhancer
1-4738	enhancer
1-3958	enhancer
1-1793	enhancer
1-7987	enhancer
1-7775	enhancer
1-367	enhancer
1-2829	enhancer
1-5093	enhancer
1-3193	enhancer
1-368	enhancer
1-5694	enhancer
1-3661	enhancer
1-6348	enhancer
1-3972	enhancer
1-7541	enhancer
1-7325	enhancer
1-3973	enhancer
1-7007	enhancer
1-389	enhancer
1-2599	enhancer
1-7777	enhancer
1-6059	enhancer
1-4074	enhancer
1-436	enhancer
1-6254	enhancer
1-3419	enhancer
1-4987	enhancer
1-4986	enhancer
1-3420	enhancer
1-735	enhancer
1-7352	enhancer
1-5470	enhancer
1-1681	enhancer
1-6614	enhancer
1-6613	enhancer
1-7010	enhancer
1-4814	enhancer
1-6160	enhancer
1-5872	enhancer
1-3706	enhancer
1-7011	enhancer
1-2331	promoter
1-6427	enhancer
1-7621	enhancer
1-7544	enhancer
1-7817	enhancer
1-6426	enhancer
1-3813	enhancer
1-1715	enhancer
1-7199	enhancer
1-2605	enhancer
1-6225	enhancer
1-4561	enhancer
1-2267	enhancer
1-7769	enhancer
1-1732	enhancer
1-6448	enhancer
1-2268	enhancer
1-2269	enhancer
1-7490	enhancer
1-6765	enhancer
1-5089	enhancer
1-5090	enhancer
1-285	promoter
1-3180	enhancer
1-3641	enhancer
1-284	promoter
1-4882	enhancer
1-3179	enhancer
1-2722	enhancer
1-7603	enhancer
1-4027	enhancer
1-2303	enhancer
1-7053	enhancer
1-3639	enhancer
1-2812	enhancer
1-5063	enhancer
1-619	enhancer
1-3783	enhancer
1-3679	enhancer
1-7029	enhancer
1-4223	enhancer
1-8320	enhancer
1-330	enhancer
1-3678	enhancer
1-5779	enhancer
1-2578	enhancer
1-6634	enhancer
1-5751	enhancer
1-4902	enhancer
1-6706	enhancer
1-3652	enhancer
1-4901	enhancer
1-4232	enhancer
1-3240	enhancer
1-4957	enhancer
1-4231	enhancer
1-947	enhancer
1-2035	enhancer
1-2611	enhancer
1-2610	enhancer
1-3124	enhancer
1-3946	enhancer
1-7486	enhancer
1-4410	enhancer
1-6814	enhancer
1-7215	enhancer
1-7216	enhancer
1-4211	enhancer
1-1923	enhancer
1-3239	enhancer
1-3238	enhancer
1-89	enhancer
1-3582	enhancer
1-7434	enhancer
1-4183	enhancer
1-1299	enhancer
1-7880	enhancer
1-1298	enhancer
1-2761	enhancer
1-7878	enhancer
1-7879	enhancer
1-1225	enhancer
1-228	enhancer
1-2245	enhancer
1-227	enhancer
1-2246	enhancer
1-2247	enhancer
1-540	enhancer
1-2213	enhancer
1-6686	enhancer
1-6620	enhancer
1-4420	enhancer
1-6618	enhancer
1-541	enhancer
1-6658	enhancer
1-6619	enhancer
1-1365	enhancer
1-4181	enhancer
1-1835	enhancer
1-4180	enhancer
1-6977	enhancer
1-6103	enhancer
1-8064	enhancer
1-3547	enhancer
1-4109	enhancer
1-2786	enhancer
1-6550	enhancer
1-6430	enhancer
1-8091	enhancer
1-3948	enhancer
1-4857	enhancer
1-6494	enhancer
1-6912	promoter
1-4858	enhancer
1-3949	enhancer
1-6496	enhancer
1-5614	enhancer
1-6495	enhancer
1-5099	enhancer
1-8092	enhancer
1-4826	enhancer
1-3591	enhancer
1-3590	enhancer
1-603	enhancer
1-2798	enhancer
1-2568	enhancer
1-3914	enhancer
1-5320	enhancer
1-4827	enhancer
1-2671	enhancer
1-6402	enhancer
1-6052	enhancer
1-1974	enhancer
1-4596	enhancer
1-6808	enhancer
1-3736	enhancer
1-7773	enhancer
1-1905	enhancer
1-1904	enhancer
1-7789	enhancer
1-4810	enhancer
1-7731	promoter
1-5755	enhancer
1-6827	enhancer
1-3446	enhancer
1-2502	enhancer
1-4057	enhancer
1-6828	enhancer
1-6423	enhancer
1-1503	enhancer
1-6422	enhancer
1-744	enhancer
1-745	enhancer
1-5378	enhancer
1-3078	enhancer
1-5377	enhancer
1-3116	enhancer
1-3117	enhancer
1-3115	enhancer
1-3079	enhancer
1-1176	enhancer
1-5849	enhancer
1-7679	enhancer
1-5391	enhancer
1-2385	enhancer
1-214	enhancer
1-1418	enhancer
1-7149	enhancer
1-3976	enhancer
1-215	enhancer
1-5390	enhancer
1-2384	enhancer
1-4576	enhancer
1-6557	enhancer
1-4644	enhancer
1-4577	enhancer
1-4498	enhancer
1-4557	enhancer
1-4578	enhancer
1-5133	enhancer
1-1976	enhancer
1-4645	enhancer
1-2561	enhancer
1-7398	enhancer
1-370	enhancer
1-7466	enhancer
1-2113	enhancer
1-2112	enhancer
1-5248	enhancer
1-7465	enhancer
1-2562	enhancer
1-1834	enhancer
1-6771	enhancer
1-2790	enhancer
1-2563	enhancer
1-3904	enhancer
1-5249	enhancer
1-4285	enhancer
1-6624	enhancer
1-6730	enhancer
1-596	enhancer
1-4245	enhancer
1-1506	enhancer
1-1505	enhancer
1-4246	enhancer
1-792	enhancer
1-3119	enhancer
1-2140	enhancer
1-4736	enhancer
1-4421	enhancer
1-922	enhancer
1-4228	enhancer
1-714	enhancer
1-7892	enhancer
1-3658	enhancer
1-757	enhancer
1-6720	promoter
1-307	enhancer
1-4337	enhancer
1-6684	enhancer
1-3198	enhancer
1-468	enhancer
1-148	enhancer
1-147	enhancer
1-694	enhancer
1-4113	enhancer
1-1270	enhancer
1-7047	enhancer
1-4887	enhancer
1-3944	enhancer
1-4919	enhancer
1-7450	enhancer
1-44	enhancer
1-4886	enhancer
1-4920	enhancer
1-5567	enhancer
1-392	enhancer
1-4597	enhancer
1-6497	enhancer
1-7491	enhancer
1-1994	enhancer
1-1658	enhancer
1-1025	enhancer
1-3485	enhancer
1-2726	enhancer
1-4849	enhancer
1-4848	enhancer
1-2919	enhancer
1-5767	enhancer
1-5353	enhancer
1-6120	enhancer
1-833	enhancer
1-2122	enhancer
1-5354	enhancer
1-6121	enhancer
1-7359	enhancer
1-2219	enhancer
1-834	enhancer
1-5352	enhancer
1-7403	enhancer
1-169	enhancer
1-1925	enhancer
1-762	enhancer
1-1469	enhancer
1-6724	enhancer
1-5244	enhancer
1-5359	enhancer
1-4079	enhancer
1-5038	enhancer
1-3205	enhancer
1-1047	enhancer
1-363	enhancer
1-873	enhancer
1-3206	enhancer
1-3477	enhancer
1-2075	enhancer
1-3478	enhancer
1-3207	enhancer
1-8145	enhancer
1-673	enhancer
1-5589	enhancer
1-6161	enhancer
1-7204	enhancer
1-674	enhancer
1-5590	enhancer
1-5591	enhancer
1-6162	enhancer
1-4531	enhancer
1-7284	enhancer
1-95	enhancer
1-6163	enhancer
1-5072	enhancer
1-94	enhancer
1-265	enhancer
1-264	enhancer
1-336	enhancer
1-7419	enhancer
1-335	enhancer
1-6058	enhancer
1-3321	enhancer
1-2055	enhancer
1-6159	enhancer
1-4242	enhancer
1-2580	enhancer
1-2518	enhancer
1-1750	enhancer
1-7266	enhancer
1-1752	enhancer
1-1751	enhancer
1-3145	enhancer
1-2517	enhancer
1-5639	enhancer
1-3221	enhancer
1-3562	enhancer
1-1010	enhancer
1-5974	enhancer
1-6531	enhancer
1-4579	enhancer
1-515	enhancer
1-6449	enhancer
1-516	enhancer
1-5910	enhancer
1-405	enhancer
1-64	enhancer
1-7422	enhancer
1-2987	enhancer
1-4921	enhancer
1-404	enhancer
1-7421	enhancer
1-1828	enhancer
1-63	enhancer
1-6983	enhancer
1-1665	enhancer
1-1290	enhancer
1-3940	enhancer
1-7339	enhancer
1-7888	enhancer
1-6016	enhancer
1-7340	enhancer
1-6018	enhancer
1-2545	enhancer
1-6017	enhancer
1-832	enhancer
1-2005	enhancer
1-831	enhancer
1-6442	enhancer
1-2945	enhancer
1-5184	enhancer
1-2955	enhancer
1-2279	promoter
1-87	enhancer
1-3030	enhancer
1-3870	enhancer
1-3056	enhancer
1-3029	enhancer
1-844	enhancer
1-4083	enhancer
1-3663	enhancer
1-4082	enhancer
1-6488	enhancer
1-5289	promoter
1-3146	enhancer
1-7642	enhancer
1-5956	enhancer
1-7386	enhancer
1-1474	enhancer
1-5524	enhancer
1-4218	enhancer
1-6605	enhancer
1-4210	enhancer
1-6604	enhancer
1-4489	promoter
1-585	enhancer
1-6607	enhancer
1-6638	enhancer
1-8163	enhancer
1-8164	enhancer
1-8119	enhancer
1-4918	enhancer
1-6989	enhancer
1-6542	enhancer
1-6640	enhancer
1-1405	enhancer
1-6639	enhancer
1-2289	enhancer
1-1406	enhancer
1-433	enhancer
1-452	enhancer
1-1357	enhancer
1-3107	enhancer
1-2600	enhancer
1-1356	enhancer
1-2692	enhancer
1-4379	enhancer
1-3108	enhancer
1-1289	enhancer
1-2996	enhancer
1-823	enhancer
1-2577	enhancer
1-2997	enhancer
1-5720	enhancer
1-2566	enhancer
1-770	enhancer
1-4698	enhancer
1-4971	enhancer
1-4970	enhancer
1-7745	enhancer
1-6887	enhancer
1-7955	enhancer
1-5592	enhancer
1-6888	enhancer
1-7956	enhancer
1-5105	enhancer
1-6992	enhancer
1-4268	enhancer
1-2655	enhancer
1-3218	enhancer
1-6599	enhancer
1-3546	enhancer
1-6598	enhancer
1-3080	enhancer
1-331	enhancer
1-6687	promoter
1-3784	enhancer
1-51	enhancer
1-7556	enhancer
1-6030	enhancer
1-7555	enhancer
1-8366	enhancer
1-409	enhancer
1-6408	promoter
1-6399	enhancer
1-7893	enhancer
1-6398	enhancer
1-5964	enhancer
1-5385	enhancer
1-6651	enhancer
1-2244	enhancer
1-2243	enhancer
1-4227	enhancer
1-4625	enhancer
1-2174	enhancer
1-2172	enhancer
1-2173	enhancer
1-7772	enhancer
1-7471	enhancer
1-7472	enhancer
1-1805	enhancer
1-3424	enhancer
1-1526	enhancer
1-6865	enhancer
1-5145	enhancer
1-6530	enhancer
1-5336	enhancer
1-5845	enhancer
1-318	enhancer
1-8318	enhancer
1-419	enhancer
1-1019	enhancer
1-1018	enhancer
1-7353	enhancer
1-1544	enhancer
1-7500	enhancer
1-420	enhancer
1-6585	enhancer
1-756	enhancer
1-4963	enhancer
1-6178	enhancer
1-6177	enhancer
1-4811	enhancer
1-819	enhancer
1-7971	enhancer
1-3011	enhancer
1-5610	enhancer
1-7116	enhancer
1-7117	enhancer
1-6991	enhancer
1-820	enhancer
1-434	enhancer
1-2853	enhancer
1-435	enhancer
1-5051	enhancer
1-4830	enhancer
1-5050	enhancer
1-1566	enhancer
1-4284	enhancer
1-8181	enhancer
1-3026	promoter
1-1736	enhancer
1-885	enhancer
1-1786	enhancer
1-6201	enhancer
1-4630	enhancer
1-6258	enhancer
1-2382	enhancer
1-5443	enhancer
1-964	enhancer
1-6259	enhancer
1-6415	enhancer
1-1780	enhancer
1-107	enhancer
1-3507	enhancer
1-5091	enhancer
1-2653	enhancer
1-4141	enhancer
1-2444	enhancer
1-4140	enhancer
1-6905	enhancer
1-2784	enhancer
1-571	promoter
1-5959	enhancer
1-5957	enhancer
1-19	enhancer
1-602	enhancer
1-5958	enhancer
1-18	enhancer
1-8191	promoter
1-5960	enhancer
1-7334	enhancer
1-7593	enhancer
1-7335	enhancer
1-6915	enhancer
1-2565	enhancer
1-8142	enhancer
1-3203	enhancer
1-6916	enhancer
1-3189	enhancer
1-4688	enhancer
1-5098	enhancer
1-1376	enhancer
1-4094	enhancer
1-4219	enhancer
1-1377	enhancer
1-6746	enhancer
1-6147	enhancer
1-6148	enhancer
1-6149	enhancer
1-4095	enhancer
1-4096	enhancer
1-1928	enhancer
1-4349	enhancer
1-1485	enhancer
1-5889	enhancer
1-7217	enhancer
1-6095	enhancer
1-4350	enhancer
1-4945	enhancer
1-4047	enhancer
1-1869	enhancer
1-8154	enhancer
1-7218	enhancer
1-6766	enhancer
1-3024	enhancer
1-310	enhancer
1-4144	enhancer
1-855	enhancer
1-2175	enhancer
1-8196	enhancer
1-8153	enhancer
1-2508	enhancer
1-1295	enhancer
1-1294	enhancer
1-3025	enhancer
1-4145	enhancer
1-3354	enhancer
1-428	enhancer
1-6203	enhancer
1-427	enhancer
1-2652	enhancer
1-7940	enhancer
1-6202	enhancer
1-4762	enhancer
1-7591	enhancer
1-3768	enhancer
1-3355	enhancer
1-4743	enhancer
1-7144	enhancer
1-4742	enhancer
1-4039	enhancer
1-4040	enhancer
1-1094	enhancer
1-4327	enhancer
1-8008	enhancer
1-4326	enhancer
1-1168	enhancer
1-4391	enhancer
1-1093	enhancer
1-6112	enhancer
1-4528	enhancer
1-4527	enhancer
1-2162	enhancer
1-8007	enhancer
1-5076	enhancer
1-2334	enhancer
1-5557	enhancer
1-5558	enhancer
1-5075	enhancer
1-5077	enhancer
1-2335	enhancer
1-7329	enhancer
1-5078	enhancer
1-4279	enhancer
1-4470	enhancer
1-4739	enhancer
1-4741	enhancer
1-8139	enhancer
1-2748	enhancer
1-4740	enhancer
1-155	enhancer
1-7585	enhancer
1-613	enhancer
1-5880	enhancer
1-5879	enhancer
1-612	enhancer
1-5878	enhancer
1-2199	enhancer
1-3836	enhancer
1-3835	enhancer
1-5815	enhancer
1-522	enhancer
1-5814	enhancer
1-2	enhancer
1-312	enhancer
1-5813	enhancer
1-311	enhancer
1-4468	enhancer
1-3529	enhancer
1-3732	enhancer
1-6077	enhancer
1-6076	enhancer
1-1442	enhancer
1-1443	enhancer
1-8344	enhancer
1-2506	enhancer
1-7046	enhancer
1-4862	enhancer
1-5800	enhancer
1-8079	enhancer
1-7833	enhancer
1-3506	enhancer
1-3848	enhancer
1-6622	enhancer
1-8052	enhancer
1-2709	enhancer
1-381	enhancer
1-3847	enhancer
1-3846	enhancer
1-4806	enhancer
1-1648	enhancer
1-380	enhancer
1-2602	enhancer
1-4674	enhancer
1-3996	enhancer
1-5100	enhancer
1-742	enhancer
1-323	enhancer
1-6164	enhancer
1-8212	enhancer
1-2087	enhancer
1-439	enhancer
1-4771	enhancer
1-741	enhancer
1-6205	enhancer
1-440	enhancer
1-773	enhancer
1-2601	enhancer
1-1177	enhancer
1-716	enhancer
1-7454	enhancer
1-5568	enhancer
1-4301	enhancer
1-7453	enhancer
1-715	enhancer
1-6911	promoter
1-4207	enhancer
1-8034	enhancer
1-8033	enhancer
1-6678	enhancer
1-7873	enhancer
1-1632	enhancer
1-4485	enhancer
1-1501	enhancer
1-6382	enhancer
1-2770	enhancer
1-6381	enhancer
1-8288	enhancer
1-5472	enhancer
1-4894	enhancer
1-8287	enhancer
1-313	enhancer
1-4025	enhancer
1-5041	enhancer
1-4564	enhancer
1-1148	enhancer
1-4563	enhancer
1-6752	enhancer
1-2757	enhancer
1-7838	enhancer
1-2271	enhancer
1-6229	enhancer
1-6053	enhancer
1-1667	enhancer
1-5569	enhancer
1-3144	enhancer
1-1666	enhancer
1-7286	enhancer
1-1668	enhancer
1-634	enhancer
1-3052	enhancer
1-771	enhancer
1-635	enhancer
1-7597	enhancer
1-7596	enhancer
1-3051	enhancer
1-114	enhancer
1-6150	enhancer
1-5234	enhancer
1-115	enhancer
1-4615	enhancer
1-186	enhancer
1-187	enhancer
1-6199	enhancer
1-2850	enhancer
1-2475	promoter
1-656	enhancer
1-7484	enhancer
1-7483	enhancer
1-4224	enhancer
1-712	enhancer
1-1404	enhancer
1-926	enhancer
1-7054	enhancer
1-4700	enhancer
1-1424	enhancer
1-2091	enhancer
1-2090	enhancer
1-302	enhancer
1-6454	enhancer
1-6455	enhancer
1-7717	enhancer
1-319	enhancer
1-7664	enhancer
1-2128	enhancer
1-6388	enhancer
1-7663	enhancer
1-3295	enhancer
1-6610	enhancer
1-5300	enhancer
1-1791	enhancer
1-5299	enhancer
1-4405	enhancer
1-5682	enhancer
1-2500	enhancer
1-7041	enhancer
1-3241	enhancer
1-3991	enhancer
1-6351	enhancer
1-5596	enhancer
1-1660	enhancer
1-2469	enhancer
1-1001	enhancer
1-1659	enhancer
1-2311	enhancer
1-159	enhancer
1-160	enhancer
1-92	enhancer
1-1799	enhancer
1-158	enhancer
1-6521	enhancer
1-7095	enhancer
1-1097	enhancer
1-4714	enhancer
1-1096	enhancer
1-3505	enhancer
1-258	enhancer
1-1810	enhancer
1-4251	enhancer
1-7529	enhancer
1-6754	enhancer
1-1414	enhancer
1-7531	enhancer
1-711	enhancer
1-3064	enhancer
1-7716	enhancer
1-7532	enhancer
1-1448	enhancer
1-6321	enhancer
1-2476	enhancer
1-6502	enhancer
1-6923	enhancer
1-4053	enhancer
1-7400	enhancer
1-7396	enhancer
1-3525	enhancer
1-2051	enhancer
1-2052	enhancer
1-749	enhancer
1-2201	enhancer
1-842	enhancer
1-3810	enhancer
1-6985	promoter
1-3809	enhancer
1-5992	enhancer
1-5993	enhancer
1-6768	enhancer
1-5011	enhancer
1-3042	enhancer
1-4656	enhancer
1-6769	enhancer
1-4236	enhancer
1-4235	enhancer
1-5578	enhancer
1-5577	enhancer
1-3185	enhancer
1-6581	enhancer
1-4320	enhancer
1-5576	enhancer
1-2101	enhancer
1-7875	enhancer
1-7594	enhancer
1-7874	enhancer
1-5895	enhancer
1-5848	enhancer
1-731	enhancer
1-477	enhancer
1-476	enhancer
1-211	enhancer
1-7524	enhancer
1-3774	promoter
1-2767	enhancer
1-1621	enhancer
1-1641	enhancer
1-2856	enhancer
1-149	enhancer
1-230	enhancer
1-1642	enhancer
1-5540	enhancer
1-7525	enhancer
1-5961	enhancer
1-3092	enhancer
1-1542	enhancer
1-8158	enhancer
1-3160	enhancer
1-7511	enhancer
1-767	enhancer
1-6459	enhancer
1-7510	enhancer
1-6458	enhancer
1-8159	enhancer
1-5281	enhancer
1-5282	enhancer
1-8021	enhancer
1-975	enhancer
1-7668	enhancer
1-388	enhancer
1-6441	enhancer
1-6439	enhancer
1-2023	enhancer
1-225	enhancer
1-1432	enhancer
1-2024	enhancer
1-4353	enhancer
1-5713	enhancer
1-226	enhancer
1-7894	enhancer
1-5714	enhancer
1-6440	enhancer
1-3594	enhancer
1-4833	enhancer
1-6546	enhancer
1-6473	enhancer
1-6472	enhancer
1-3593	enhancer
1-5981	enhancer
1-6127	enhancer
1-6474	enhancer
1-4226	enhancer
1-5812	enhancer
1-604	enhancer
1-6594	enhancer
1-400	enhancer
1-6770	enhancer
1-401	enhancer
1-7382	enhancer
1-7383	enhancer
1-3047	enhancer
1-8173	enhancer
1-1896	enhancer
1-8201	enhancer
1-1204	enhancer
1-5514	enhancer
1-348	enhancer
1-349	enhancer
1-1178	enhancer
1-1734	enhancer
1-7552	enhancer
1-5399	enhancer
1-769	enhancer
1-6551	enhancer
1-4976	enhancer
1-5338	enhancer
1-5918	enhancer
1-5327	enhancer
1-6776	enhancer
1-6761	enhancer
1-1940	enhancer
1-3292	enhancer
1-3509	enhancer
1-2632	enhancer
1-2001	enhancer
1-5057	enhancer
1-5396	enhancer
1-3826	enhancer
1-3048	enhancer
1-3827	enhancer
1-6462	enhancer
1-2657	enhancer
1-2567	enhancer
1-6100	enhancer
1-4125	enhancer
1-5032	enhancer
1-2810	enhancer
1-3101	enhancer
1-6235	enhancer
1-600	enhancer
1-8156	enhancer
1-601	enhancer
1-4078	enhancer
1-743	enhancer
1-60	enhancer
1-1676	enhancer
1-5523	enhancer
1-645	enhancer
1-3618	enhancer
1-3616	enhancer
1-8027	enhancer
1-671	enhancer
1-3911	enhancer
1-3617	enhancer
1-3753	enhancer
1-2682	enhancer
1-2684	enhancer
1-2683	enhancer
1-6633	enhancer
1-6791	enhancer
1-2232	enhancer
1-6632	enhancer
1-7834	enhancer
1-7105	enhancer
1-5253	enhancer
1-2809	enhancer
1-1017	enhancer
1-7380	enhancer
1-7835	enhancer
1-8180	enhancer
1-7379	enhancer
1-7155	enhancer
1-4237	enhancer
1-6577	enhancer
1-2944	enhancer
1-6576	enhancer
1-7183	enhancer
