PeakID	Annotation
1-75506	promoter
1-93866	enhancer
1-81974	promoter
1-63907	enhancer
1-101944	enhancer
1-31294	enhancer
1-40610	promoter
1-10520	promoter
1-78471	promoter
1-107313	promoter
1-36915	promoter
1-11690	enhancer
1-56876	promoter
1-67164	enhancer
1-62171	enhancer
1-101990	enhancer
1-57772	enhancer
1-105444	promoter
1-87997	promoter
1-56450	promoter
1-40277	promoter
1-78039	promoter
1-107469	enhancer
1-55037	promoter
1-1801	enhancer
1-45256	enhancer
1-49746	enhancer
1-95977	promoter
1-36629	promoter
1-69683	enhancer
1-23097	promoter
1-72775	enhancer
1-27765	enhancer
1-6407	enhancer
1-37323	enhancer
1-73351	promoter
1-45228	promoter
1-16582	enhancer
1-46806	promoter
1-89453	enhancer
1-53565	promoter
1-79287	enhancer
1-85782	enhancer
1-38836	enhancer
1-61253	enhancer
1-54223	enhancer
1-100092	promoter
1-100985	enhancer
1-58935	enhancer
1-36553	enhancer
1-24242	enhancer
1-45096	promoter
1-24199	enhancer
1-89192	enhancer
1-36448	promoter
1-52676	promoter
1-11781	enhancer
1-47939	enhancer
1-10677	enhancer
1-47568	enhancer
1-98619	promoter
1-88454	enhancer
1-69670	enhancer
1-11105	enhancer
1-10228	promoter
1-8278	enhancer
1-2308	enhancer
1-48971	promoter
1-14611	enhancer
1-6154	promoter
1-57952	enhancer
1-32986	enhancer
1-79409	enhancer
1-75767	promoter
1-77696	promoter
1-52710	enhancer
1-76444	enhancer
1-5788	enhancer
1-105791	enhancer
1-87654	promoter
1-105519	promoter
1-13410	enhancer
1-56865	enhancer
1-106365	enhancer
1-100071	enhancer
1-40132	promoter
1-103685	enhancer
1-34322	enhancer
1-46705	promoter
1-28255	enhancer
1-44780	enhancer
1-67593	enhancer
1-33757	enhancer
1-91849	promoter
1-44222	enhancer
1-82274	enhancer
1-105019	enhancer
1-62488	promoter
1-57480	enhancer
1-10843	enhancer
1-1743	enhancer
1-67438	enhancer
1-20566	enhancer
1-39836	enhancer
1-60775	enhancer
1-13889	enhancer
1-100638	enhancer
1-39849	enhancer
1-20538	promoter
1-33674	enhancer
1-55045	enhancer
1-26006	enhancer
1-93960	promoter
1-84487	enhancer
1-8617	enhancer
1-102158	enhancer
1-50079	enhancer
1-32708	enhancer
1-41064	promoter
1-25092	enhancer
1-77588	enhancer
1-51105	enhancer
1-43276	enhancer
1-39565	enhancer
1-92403	promoter
1-83797	enhancer
1-76120	enhancer
1-35464	promoter
1-43331	promoter
1-95938	enhancer
1-88432	enhancer
1-41976	promoter
1-100060	promoter
1-84643	enhancer
1-5711	promoter
1-95747	enhancer
1-17808	enhancer
1-99968	promoter
1-73936	enhancer
1-87294	promoter
1-59793	promoter
1-2868	promoter
1-66278	enhancer
1-51533	promoter
1-69332	promoter
1-26648	enhancer
1-104979	enhancer
1-75744	promoter
1-40740	enhancer
1-28935	enhancer
1-67125	enhancer
1-6215	enhancer
1-52582	promoter
1-48496	promoter
1-43216	enhancer
1-99679	enhancer
1-105414	promoter
1-16074	enhancer
1-85547	enhancer
1-23107	enhancer
1-47943	promoter
1-1723	enhancer
1-56714	promoter
1-86958	promoter
1-71032	promoter
1-34577	promoter
1-71258	promoter
1-4067	enhancer
1-94854	enhancer
1-48737	promoter
1-89519	enhancer
1-42139	enhancer
1-52932	promoter
1-24944	enhancer
1-15211	enhancer
1-108260	enhancer
1-37997	promoter
1-32975	promoter
1-58892	enhancer
1-9994	enhancer
1-95003	promoter
1-9995	enhancer
1-95696	enhancer
1-63135	enhancer
1-35862	enhancer
1-84642	enhancer
1-15286	enhancer
1-43220	enhancer
1-1403	promoter
1-71895	enhancer
1-50263	promoter
1-99246	enhancer
1-32937	enhancer
1-51043	promoter
1-61848	enhancer
1-26133	promoter
1-43133	promoter
1-78040	promoter
1-22215	enhancer
1-49087	enhancer
1-23039	enhancer
1-6036	enhancer
1-99231	enhancer
1-14766	promoter
1-46932	enhancer
1-60413	enhancer
1-42400	promoter
1-69634	enhancer
1-87539	promoter
1-80110	enhancer
1-96235	promoter
1-83481	enhancer
1-45825	enhancer
1-56261	enhancer
1-75861	enhancer
1-36904	promoter
1-37069	promoter
1-1444	enhancer
1-72150	enhancer
1-53305	enhancer
1-84165	promoter
1-88277	enhancer
1-87427	enhancer
1-13809	promoter
1-103502	enhancer
1-50315	promoter
1-9092	enhancer
1-12954	promoter
1-107471	enhancer
1-26852	enhancer
1-63444	promoter
1-90766	promoter
1-95191	promoter
1-97686	promoter
1-87916	promoter
1-39319	promoter
1-63695	enhancer
1-56343	enhancer
1-48232	enhancer
1-48260	enhancer
1-25846	enhancer
1-7853	enhancer
1-11887	enhancer
1-15277	enhancer
1-70505	promoter
1-82074	promoter
1-75296	enhancer
1-99159	promoter
1-50558	promoter
1-4697	enhancer
1-25793	enhancer
1-51013	promoter
1-49160	enhancer
1-39226	promoter
1-76298	promoter
1-88377	promoter
1-1448	enhancer
1-87768	promoter
1-53729	enhancer
1-25811	enhancer
1-38888	enhancer
1-63948	enhancer
1-102582	enhancer
1-40813	enhancer
1-92831	promoter
1-48657	promoter
1-39121	promoter
1-110414	enhancer
1-21063	promoter
1-105655	enhancer
1-96313	enhancer
1-64031	enhancer
1-32361	promoter
1-1453	enhancer
1-95558	promoter
1-103177	enhancer
1-64933	promoter
1-46952	enhancer
1-44245	enhancer
1-35627	enhancer
1-81216	enhancer
1-87899	enhancer
1-85573	enhancer
1-70984	enhancer
1-50274	enhancer
1-87096	promoter
1-51041	promoter
1-62152	enhancer
1-2067	promoter
1-87869	promoter
1-15249	enhancer
1-9770	enhancer
1-91034	promoter
1-92219	promoter
1-78393	enhancer
1-45118	enhancer
1-34902	promoter
1-56526	enhancer
1-24512	promoter
1-60719	enhancer
1-99121	enhancer
1-39902	enhancer
1-90	promoter
1-21073	enhancer
1-33160	promoter
1-81266	enhancer
1-74804	promoter
1-8725	promoter
1-9228	enhancer
1-98615	enhancer
1-38485	enhancer
1-17907	enhancer
1-50574	enhancer
1-68977	promoter
1-76946	enhancer
1-57510	promoter
1-48710	enhancer
1-104233	enhancer
1-23265	enhancer
1-107332	enhancer
1-90076	enhancer
1-19145	enhancer
1-51385	enhancer
1-32483	promoter
1-33869	enhancer
1-20319	enhancer
1-23724	promoter
1-6537	promoter
1-19128	promoter
1-67796	enhancer
1-97191	enhancer
1-97457	enhancer
1-70600	promoter
1-104467	enhancer
1-99871	promoter
1-48789	enhancer
1-108167	promoter
1-20232	enhancer
1-97978	enhancer
1-5465	enhancer
1-77408	enhancer
1-89041	enhancer
1-70465	enhancer
1-79342	enhancer
1-91817	enhancer
1-10131	promoter
1-6384	enhancer
1-100953	enhancer
1-82006	enhancer
1-85957	promoter
1-66583	enhancer
1-65460	enhancer
1-104419	enhancer
1-78325	promoter
1-73263	promoter
1-54968	enhancer
1-73290	enhancer
1-30011	promoter
1-14765	promoter
1-816	promoter
1-43438	enhancer
1-15221	enhancer
1-32096	enhancer
1-98962	enhancer
1-30612	promoter
1-85647	enhancer
1-65958	promoter
1-69232	promoter
1-2216	enhancer
1-27700	enhancer
1-48754	enhancer
1-22524	enhancer
1-47522	promoter
1-56434	promoter
1-12088	promoter
1-52226	enhancer
1-84160	promoter
1-4945	enhancer
1-86118	enhancer
1-41400	enhancer
1-45023	enhancer
1-106785	enhancer
1-23219	promoter
1-2833	promoter
1-17824	enhancer
1-69104	promoter
1-56532	enhancer
1-37640	promoter
1-56897	enhancer
1-26350	enhancer
1-24605	enhancer
1-91832	enhancer
1-97636	promoter
1-99352	enhancer
1-63835	enhancer
1-96617	enhancer
1-97350	enhancer
1-59138	enhancer
1-25770	enhancer
1-85085	enhancer
1-68095	enhancer
1-99704	promoter
1-100749	promoter
1-98070	promoter
1-98121	promoter
1-49074	enhancer
1-70268	promoter
1-87836	promoter
1-15881	enhancer
1-70840	promoter
1-61780	enhancer
1-21370	enhancer
1-83822	promoter
1-51679	enhancer
1-99999	enhancer
1-74309	enhancer
1-109725	promoter
1-88068	enhancer
1-72097	enhancer
1-103880	enhancer
1-78955	enhancer
1-45653	promoter
1-9569	promoter
1-84933	enhancer
1-70978	enhancer
1-78945	enhancer
1-51537	promoter
1-81250	enhancer
1-70833	enhancer
1-89962	enhancer
1-20611	enhancer
1-95389	promoter
1-59236	enhancer
1-19758	enhancer
1-14612	enhancer
1-2399	enhancer
1-14879	enhancer
1-19103	enhancer
1-43057	promoter
1-98175	enhancer
1-2129	promoter
1-14229	enhancer
1-81982	promoter
1-78079	enhancer
1-32874	promoter
1-12980	enhancer
1-48169	enhancer
1-99729	enhancer
1-95229	promoter
1-20677	enhancer
1-62744	enhancer
1-50059	enhancer
1-37080	enhancer
1-70662	promoter
1-82958	enhancer
1-35089	promoter
1-84841	enhancer
1-30609	promoter
1-42206	enhancer
1-60514	promoter
1-63389	enhancer
1-15484	enhancer
1-69207	enhancer
1-18239	enhancer
1-70825	promoter
1-11906	promoter
1-6320	enhancer
1-63390	enhancer
1-97736	enhancer
1-89501	promoter
1-92351	promoter
1-83044	enhancer
1-68601	enhancer
1-8724	promoter
1-59326	promoter
1-105054	enhancer
1-92209	promoter
1-88339	enhancer
1-100415	enhancer
1-2130	promoter
1-110452	enhancer
1-99491	enhancer
1-50948	enhancer
1-20217	enhancer
1-47922	enhancer
1-107998	enhancer
1-43039	enhancer
1-841	promoter
1-108364	promoter
1-31843	enhancer
1-66676	promoter
1-63946	enhancer
1-99504	promoter
1-99706	promoter
1-82053	promoter
1-3461	enhancer
1-54297	promoter
1-30783	enhancer
1-25820	promoter
1-16075	enhancer
1-103186	enhancer
1-95982	enhancer
1-66335	promoter
1-77406	enhancer
1-87618	promoter
1-6973	enhancer
1-61637	promoter
1-18951	enhancer
1-107022	promoter
1-912	enhancer
1-56449	promoter
1-63892	enhancer
1-104701	enhancer
1-45449	enhancer
1-109737	enhancer
1-83893	enhancer
1-102384	enhancer
1-86964	enhancer
1-82856	enhancer
1-84825	enhancer
1-81685	enhancer
1-86703	enhancer
1-1810	enhancer
1-59855	enhancer
1-71149	enhancer
1-86790	enhancer
1-21193	enhancer
1-97659	promoter
1-24227	enhancer
1-77556	promoter
1-88649	enhancer
1-77327	enhancer
1-102466	enhancer
1-52495	enhancer
1-23862	enhancer
1-7170	enhancer
1-82369	promoter
1-54411	enhancer
1-105147	enhancer
1-42906	enhancer
1-73904	promoter
1-44150	promoter
1-46167	promoter
1-104924	enhancer
1-93184	enhancer
1-4426	enhancer
1-9900	enhancer
1-70843	enhancer
1-90152	enhancer
1-52139	enhancer
1-64217	enhancer
1-104725	enhancer
1-76547	enhancer
1-66660	promoter
1-56984	promoter
1-27054	promoter
1-88831	promoter
1-7380	enhancer
1-3099	enhancer
1-97905	promoter
1-47397	enhancer
1-68920	promoter
1-73039	enhancer
1-84807	enhancer
1-25345	promoter
1-19216	enhancer
1-76018	enhancer
1-102682	enhancer
1-26611	enhancer
1-46460	enhancer
1-26894	enhancer
1-15872	enhancer
1-4171	enhancer
1-70495	promoter
1-21123	enhancer
1-55358	enhancer
1-25310	enhancer
1-61980	promoter
1-69827	enhancer
1-99205	enhancer
1-30139	promoter
1-104322	enhancer
1-16128	enhancer
1-15141	enhancer
1-32337	enhancer
1-73009	promoter
1-77726	promoter
1-5700	enhancer
1-41426	enhancer
1-16612	enhancer
1-52198	promoter
1-30218	enhancer
1-35419	enhancer
1-68842	enhancer
1-56214	enhancer
1-60576	enhancer
1-80989	enhancer
1-75156	promoter
1-10994	promoter
1-87476	promoter
1-64438	enhancer
1-94062	promoter
1-666	enhancer
1-53143	enhancer
1-27911	enhancer
1-831	enhancer
1-3936	enhancer
1-21718	promoter
1-31961	enhancer
1-86169	enhancer
1-8505	enhancer
1-54004	enhancer
1-80487	promoter
1-51354	enhancer
1-44814	enhancer
1-4337	promoter
1-29017	enhancer
1-18610	enhancer
1-60217	enhancer
1-79369	enhancer
1-19523	enhancer
1-4103	enhancer
1-75981	enhancer
1-51	promoter
1-60083	enhancer
1-28749	promoter
1-24212	enhancer
1-95984	enhancer
1-45429	promoter
1-37290	enhancer
1-855	enhancer
1-34549	enhancer
1-79143	enhancer
1-99590	promoter
1-74576	enhancer
1-23727	enhancer
1-102176	enhancer
1-56710	enhancer
1-81133	promoter
1-56794	enhancer
1-45106	enhancer
1-108964	enhancer
1-92545	enhancer
1-53389	promoter
1-84890	enhancer
1-9878	promoter
1-4365	enhancer
1-94457	enhancer
1-29566	enhancer
1-6545	promoter
1-22667	enhancer
1-30175	enhancer
1-102742	promoter
1-37403	enhancer
1-3262	promoter
1-2196	enhancer
1-9634	promoter
1-26493	enhancer
1-106475	promoter
1-93112	promoter
1-35836	promoter
1-106795	enhancer
1-71128	enhancer
1-74237	enhancer
1-51329	enhancer
1-88274	enhancer
1-8616	enhancer
1-50573	enhancer
1-101	promoter
1-30071	promoter
1-92599	promoter
1-52189	enhancer
1-36881	enhancer
1-91994	enhancer
1-23272	enhancer
1-2327	enhancer
1-2008	enhancer
1-15086	enhancer
1-29292	promoter
1-40312	enhancer
1-29229	enhancer
1-34071	enhancer
1-87270	promoter
1-33227	promoter
1-87244	enhancer
1-2066	promoter
1-86119	enhancer
1-74634	enhancer
1-73879	promoter
1-27959	promoter
1-81490	enhancer
1-52437	promoter
1-54842	enhancer
1-40064	enhancer
1-17763	enhancer
1-29538	enhancer
1-77409	enhancer
1-97637	enhancer
1-52748	enhancer
1-85781	enhancer
1-3204	promoter
1-3774	enhancer
1-24860	enhancer
1-97723	promoter
1-89454	enhancer
1-37673	enhancer
1-41604	promoter
1-75945	enhancer
1-78106	enhancer
1-3807	promoter
1-107581	enhancer
1-56040	enhancer
1-29204	enhancer
1-50642	promoter
1-64016	enhancer
1-62958	enhancer
1-100926	enhancer
1-24812	enhancer
1-95521	enhancer
1-22999	enhancer
1-27678	promoter
1-15950	promoter
1-13446	enhancer
1-65272	promoter
1-94490	enhancer
1-72643	enhancer
1-41711	promoter
1-33352	promoter
1-41485	promoter
1-35512	promoter
1-54794	enhancer
1-5758	enhancer
1-24085	enhancer
1-33614	enhancer
1-109453	enhancer
1-96614	enhancer
1-92614	enhancer
1-73163	enhancer
1-25494	enhancer
1-75841	enhancer
1-9104	enhancer
1-4924	enhancer
1-76249	enhancer
1-54427	promoter
1-57082	enhancer
1-19732	promoter
1-60352	enhancer
1-66808	enhancer
1-105876	promoter
1-87487	promoter
1-61296	enhancer
1-87590	promoter
1-41149	promoter
1-56613	enhancer
1-98892	enhancer
1-1610	enhancer
1-28800	promoter
1-71425	enhancer
1-62538	enhancer
1-33972	enhancer
1-66457	promoter
1-79246	enhancer
1-35492	enhancer
1-147	enhancer
1-68866	enhancer
1-21040	enhancer
1-49441	enhancer
1-24266	enhancer
1-12810	enhancer
1-37170	enhancer
1-35217	enhancer
1-6575	enhancer
1-24222	enhancer
1-14501	enhancer
1-65637	enhancer
1-69438	enhancer
1-27478	promoter
1-36799	enhancer
1-2333	enhancer
1-104581	enhancer
1-76399	enhancer
1-4525	promoter
1-76525	enhancer
1-41494	promoter
1-16893	enhancer
1-27200	enhancer
1-80442	promoter
1-105374	promoter
1-3040	promoter
1-93755	enhancer
1-23460	enhancer
1-28088	promoter
1-61735	enhancer
1-41016	promoter
1-91378	enhancer
1-100016	promoter
1-33966	enhancer
1-102299	enhancer
1-1876	enhancer
1-9051	enhancer
1-33777	enhancer
1-11795	enhancer
1-91943	enhancer
1-21830	enhancer
1-25771	enhancer
1-24641	enhancer
1-47346	enhancer
1-97411	enhancer
1-66040	enhancer
1-91745	enhancer
1-19086	enhancer
1-89310	enhancer
1-85909	enhancer
1-107078	enhancer
1-26808	enhancer
1-79637	promoter
1-90128	enhancer
1-40720	enhancer
1-54042	promoter
1-626	enhancer
1-14965	promoter
1-11073	promoter
1-4828	promoter
1-103876	promoter
1-98335	enhancer
1-40528	promoter
1-26559	enhancer
1-75957	promoter
1-79148	promoter
1-35629	promoter
1-94381	enhancer
1-37598	promoter
1-67368	enhancer
1-6817	enhancer
1-108822	enhancer
1-4275	enhancer
1-1435	enhancer
1-74016	promoter
1-59351	promoter
1-107319	enhancer
1-95187	enhancer
1-39492	enhancer
1-35295	promoter
1-91527	enhancer
1-67715	enhancer
1-40996	enhancer
1-1647	enhancer
1-19092	enhancer
1-40322	promoter
1-25684	enhancer
1-67910	enhancer
1-13941	promoter
1-66162	promoter
1-103638	enhancer
1-46106	enhancer
1-25105	promoter
1-49879	enhancer
1-110841	enhancer
1-83684	enhancer
1-79581	enhancer
1-38209	enhancer
1-6580	promoter
1-37872	promoter
1-86974	promoter
1-23701	enhancer
1-50469	promoter
1-104876	enhancer
1-60291	enhancer
1-42577	enhancer
1-48791	enhancer
1-1459	promoter
1-14074	enhancer
1-10601	promoter
1-108354	promoter
1-3473	enhancer
1-12233	promoter
1-84461	promoter
1-59304	enhancer
1-522	enhancer
1-2803	enhancer
1-103712	promoter
1-35971	promoter
1-96385	enhancer
1-78640	enhancer
1-50874	promoter
1-5188	enhancer
1-58172	enhancer
1-100440	promoter
1-51082	promoter
1-54443	enhancer
1-49416	enhancer
1-75371	enhancer
1-32872	promoter
1-45970	enhancer
1-10059	enhancer
1-56789	enhancer
1-74181	enhancer
1-45875	enhancer
1-62482	enhancer
1-79785	enhancer
1-36957	enhancer
1-31144	promoter
1-69192	enhancer
1-81066	enhancer
1-110062	enhancer
1-107346	enhancer
1-110182	promoter
1-105291	promoter
1-32774	enhancer
1-73399	enhancer
1-3259	promoter
1-86981	promoter
1-82217	enhancer
1-48320	enhancer
1-11283	enhancer
1-108987	promoter
1-77860	enhancer
1-100587	enhancer
1-74195	promoter
1-54309	promoter
1-38761	enhancer
1-8135	enhancer
1-33480	enhancer
1-23511	promoter
1-77688	promoter
1-72416	enhancer
1-36711	promoter
1-52661	enhancer
1-21903	enhancer
1-97868	promoter
1-62926	promoter
1-110265	enhancer
1-86651	enhancer
1-80598	enhancer
1-48945	enhancer
1-51802	enhancer
1-32515	enhancer
1-42233	enhancer
1-13156	enhancer
1-97865	promoter
1-54199	enhancer
1-14995	enhancer
1-94282	enhancer
1-65745	enhancer
1-97346	enhancer
1-9845	enhancer
1-101363	enhancer
1-70864	enhancer
1-70611	enhancer
1-57191	enhancer
1-43443	enhancer
1-47115	enhancer
1-95758	enhancer
1-88521	enhancer
1-35870	enhancer
1-93834	enhancer
1-100886	enhancer
1-19981	promoter
1-28071	promoter
1-61845	promoter
1-63710	promoter
1-52538	promoter
1-100181	promoter
1-69258	enhancer
1-27956	promoter
1-105823	enhancer
1-55179	enhancer
1-28583	enhancer
1-37551	enhancer
1-69166	enhancer
1-87734	promoter
1-38000	promoter
1-16616	promoter
1-74973	enhancer
1-2738	promoter
1-39710	enhancer
1-43533	enhancer
1-73794	promoter
1-82256	enhancer
1-70314	promoter
1-108439	promoter
1-68526	enhancer
1-77685	enhancer
1-36525	enhancer
1-39479	enhancer
1-30049	enhancer
1-56058	enhancer
1-68205	enhancer
1-53145	enhancer
1-21826	enhancer
1-65621	enhancer
1-7063	enhancer
1-28410	enhancer
1-32530	enhancer
1-85817	promoter
1-26580	promoter
1-8765	promoter
1-45752	enhancer
1-62021	enhancer
1-103071	promoter
1-48176	enhancer
1-45489	enhancer
1-75250	enhancer
1-107207	enhancer
1-42424	promoter
1-72230	enhancer
1-62163	enhancer
1-27234	enhancer
1-9045	enhancer
1-29523	promoter
1-49630	promoter
1-15604	promoter
1-37465	promoter
1-26075	enhancer
1-26555	enhancer
1-104855	enhancer
1-20185	promoter
1-29837	enhancer
1-96951	promoter
1-1450	enhancer
1-6544	promoter
1-36954	enhancer
1-87800	enhancer
1-95796	enhancer
1-92404	promoter
1-11135	enhancer
1-27498	promoter
1-15943	enhancer
1-83262	promoter
1-76972	enhancer
1-91846	promoter
1-109760	promoter
1-94075	enhancer
1-87555	promoter
1-70760	promoter
1-91682	enhancer
1-27399	enhancer
1-79334	enhancer
1-60408	enhancer
1-52279	promoter
1-69476	enhancer
1-31441	promoter
1-90761	enhancer
1-26174	enhancer
1-24343	promoter
1-13144	enhancer
1-44438	promoter
1-5736	enhancer
1-52782	enhancer
1-25939	enhancer
1-86187	enhancer
1-19490	enhancer
1-85065	promoter
1-43788	enhancer
1-74726	promoter
1-97561	enhancer
1-6519	promoter
1-102156	enhancer
1-106768	enhancer
1-27319	promoter
1-83078	enhancer
1-45500	enhancer
1-87986	enhancer
1-47018	enhancer
1-5882	enhancer
1-84754	enhancer
1-10358	promoter
1-102468	enhancer
1-103881	enhancer
1-422	promoter
1-69445	enhancer
1-81378	promoter
1-80534	promoter
1-56161	promoter
1-91727	enhancer
1-99973	enhancer
1-42824	enhancer
1-76058	enhancer
1-60911	enhancer
1-31564	enhancer
1-92420	promoter
1-39907	enhancer
1-92099	enhancer
1-50187	promoter
1-55093	enhancer
1-84490	enhancer
1-85886	promoter
1-36244	enhancer
1-40989	promoter
1-91399	promoter
1-50987	enhancer
1-58055	promoter
1-42980	enhancer
1-9612	enhancer
1-26151	promoter
1-49316	enhancer
1-98522	promoter
1-75676	promoter
1-48291	enhancer
1-1096	promoter
1-14602	enhancer
1-72626	promoter
1-65902	promoter
1-83487	promoter
1-6583	promoter
1-63441	promoter
1-46258	enhancer
1-21064	promoter
1-54962	enhancer
1-35354	enhancer
1-68960	enhancer
1-85727	promoter
1-33764	promoter
1-75790	enhancer
1-52555	promoter
1-43278	promoter
1-55781	enhancer
1-46981	enhancer
1-63116	enhancer
1-80914	enhancer
1-5625	enhancer
1-20539	promoter
1-51054	promoter
1-5575	enhancer
1-43455	enhancer
1-45006	promoter
1-21332	enhancer
1-24414	enhancer
1-18158	promoter
1-81402	promoter
1-106334	promoter
1-45380	enhancer
1-48102	promoter
1-35160	enhancer
1-29280	enhancer
1-38514	enhancer
1-66861	enhancer
1-483	enhancer
1-48466	enhancer
1-110935	promoter
1-23080	promoter
1-102613	enhancer
1-54057	enhancer
1-81138	enhancer
1-59335	enhancer
1-101209	enhancer
1-50859	promoter
1-110767	enhancer
1-38820	enhancer
1-82471	enhancer
1-54032	promoter
1-74280	enhancer
1-17311	enhancer
1-99401	enhancer
1-104964	enhancer
1-64791	promoter
1-796	enhancer
1-68562	enhancer
1-35767	enhancer
1-24221	enhancer
1-102145	enhancer
1-12525	enhancer
1-76955	enhancer
1-18471	enhancer
1-69645	enhancer
1-48465	enhancer
1-61554	enhancer
1-30632	enhancer
1-62614	enhancer
1-35335	enhancer
1-47146	promoter
1-13917	enhancer
1-994	enhancer
1-70797	enhancer
1-98429	enhancer
1-76868	promoter
1-126	enhancer
1-14862	promoter
1-78609	enhancer
1-16425	promoter
1-64509	enhancer
1-86316	enhancer
1-60425	enhancer
1-47999	enhancer
1-13108	enhancer
1-73013	enhancer
1-1586	enhancer
1-110382	promoter
1-77125	enhancer
1-6232	enhancer
1-31427	enhancer
1-98529	promoter
1-85259	enhancer
1-52550	promoter
1-1053	enhancer
1-101759	enhancer
1-104139	promoter
1-8815	enhancer
1-106626	enhancer
1-81585	enhancer
1-95168	promoter
1-42227	enhancer
1-13671	enhancer
1-72245	enhancer
1-38835	enhancer
1-9296	enhancer
1-110143	enhancer
1-8745	enhancer
1-21553	promoter
1-94052	enhancer
1-91945	enhancer
1-46468	promoter
1-22384	promoter
1-66523	enhancer
1-32194	enhancer
1-75564	enhancer
1-47453	enhancer
1-67289	enhancer
1-55688	enhancer
1-77615	enhancer
1-36723	enhancer
1-6236	enhancer
1-32070	enhancer
1-86665	enhancer
1-103286	promoter
1-34921	enhancer
1-20411	enhancer
1-11860	enhancer
1-17185	enhancer
1-29830	enhancer
1-63790	enhancer
1-54905	promoter
1-84314	enhancer
1-48303	enhancer
1-24483	enhancer
1-97904	promoter
1-47183	enhancer
1-64404	enhancer
1-20541	promoter
1-65977	promoter
1-92179	enhancer
1-71359	enhancer
1-6130	promoter
1-56574	enhancer
1-7772	enhancer
1-44762	promoter
1-40608	promoter
1-8915	enhancer
1-4612	enhancer
1-28091	promoter
1-5342	enhancer
1-82322	enhancer
1-82015	enhancer
1-68865	enhancer
1-13289	enhancer
1-98119	enhancer
1-48868	promoter
1-4920	enhancer
1-36458	promoter
1-92711	enhancer
1-62537	enhancer
1-3566	promoter
1-68549	enhancer
1-32756	promoter
1-49620	promoter
1-63176	enhancer
1-53594	promoter
1-102425	enhancer
1-5626	enhancer
1-103089	promoter
1-64216	enhancer
1-50411	promoter
1-104304	enhancer
1-30061	promoter
1-32055	promoter
1-4445	enhancer
1-67348	enhancer
1-27896	promoter
1-46672	enhancer
1-29477	promoter
1-54326	enhancer
1-62274	promoter
1-17545	enhancer
1-97342	enhancer
1-91350	enhancer
1-106446	enhancer
1-36001	enhancer
1-9214	promoter
1-5772	promoter
1-12798	enhancer
1-55332	enhancer
1-98110	enhancer
1-21732	promoter
1-83612	promoter
1-92591	enhancer
1-15345	enhancer
1-31066	promoter
1-65274	enhancer
1-36417	promoter
1-87699	promoter
1-56788	enhancer
1-13326	enhancer
1-101948	enhancer
1-55263	promoter
1-80345	promoter
1-42027	enhancer
1-81668	enhancer
1-17740	enhancer
1-108153	enhancer
1-1401	promoter
1-56758	promoter
1-33269	enhancer
1-4822	enhancer
1-87099	promoter
1-234	enhancer
1-39903	enhancer
1-31391	enhancer
1-88504	enhancer
1-106313	enhancer
1-5487	promoter
1-87751	enhancer
1-26640	promoter
1-85796	enhancer
1-72357	enhancer
1-50356	enhancer
1-3186	enhancer
1-55481	enhancer
1-27256	enhancer
1-100569	enhancer
1-57616	enhancer
1-95877	promoter
1-48114	promoter
1-1451	enhancer
1-4926	enhancer
1-18385	enhancer
1-5104	enhancer
1-50699	enhancer
1-78046	enhancer
1-102915	enhancer
1-92304	enhancer
1-6279	promoter
1-4483	enhancer
1-84394	enhancer
1-64934	promoter
1-58035	promoter
1-10407	enhancer
1-58578	enhancer
1-6270	enhancer
1-73539	enhancer
1-94278	enhancer
1-78018	enhancer
1-102702	enhancer
1-21513	promoter
1-13636	enhancer
1-1395	enhancer
1-110874	promoter
1-98393	promoter
1-102849	enhancer
1-97228	promoter
1-27579	promoter
1-76892	promoter
1-80231	promoter
1-49518	enhancer
1-2217	enhancer
1-106211	enhancer
1-76259	promoter
1-96105	enhancer
1-70502	promoter
1-82954	enhancer
1-23250	promoter
1-91474	promoter
1-75196	enhancer
1-25661	enhancer
1-61065	enhancer
1-247	promoter
1-56590	enhancer
1-105320	enhancer
1-25315	promoter
1-52758	promoter
1-10411	enhancer
1-9974	enhancer
1-76317	promoter
1-95116	enhancer
1-38381	enhancer
1-73832	enhancer
1-110339	enhancer
1-10298	enhancer
1-148	promoter
1-81615	enhancer
1-2955	promoter
1-11877	enhancer
1-78044	enhancer
1-51323	promoter
1-8214	promoter
1-36234	enhancer
1-87123	promoter
1-66810	promoter
1-29571	enhancer
1-44809	enhancer
1-41416	enhancer
1-12884	enhancer
1-20160	enhancer
1-49043	enhancer
1-81054	promoter
1-14735	promoter
1-90563	promoter
1-84369	enhancer
1-12438	enhancer
1-32192	enhancer
1-11782	enhancer
1-49268	promoter
1-97363	enhancer
1-66753	promoter
1-26355	enhancer
1-39487	enhancer
1-53527	promoter
1-1642	enhancer
1-14877	enhancer
1-11106	enhancer
1-104536	enhancer
1-52259	promoter
1-10408	enhancer
1-13286	enhancer
1-7652	enhancer
1-57617	enhancer
1-31522	enhancer
1-87177	enhancer
1-104957	enhancer
1-70915	promoter
1-65334	enhancer
1-39695	enhancer
1-102937	promoter
1-23704	enhancer
1-17210	enhancer
1-24029	enhancer
1-110697	promoter
1-94359	enhancer
1-92034	enhancer
1-39374	enhancer
1-40932	promoter
1-67828	enhancer
1-14356	enhancer
1-34314	enhancer
1-16660	enhancer
1-46309	enhancer
1-54785	enhancer
1-57946	promoter
1-16580	enhancer
