id	description	genome_fraction	observed_region_hits	fold_enrichment	p_value	p_adjust	mean_tss_dist	observed_gene_hits	gene_set_size	fold_enrichment_hyper	p_value_hyper	p_adjust_hyper	term_name_final	padj_final	fold_enrichment_final	dataset
GO:0006810	transport	0.347719166002026	24774	1.16308587122389	6.14504699614885e-187	1.33167664782396e-184	151559	3748	4131	1.05075185904668	2.30226018567471e-22	2.27284241663553e-19	transport	1.33167664782396e-184	1.16308587122389	human_specific
GO:0048523	negative regulation of cellular process	0.436241697399929	30299	1.13382335033887	1.86732473558788e-185	3.9502810180234e-183	164950	4398	4899	1.03968927832704	3.24393293471379e-17	1.02936943303329e-14	negative regulation of cellular process	3.9502810180234e-183	1.13382335033887	human_specific
GO:0010604	positive regulation of macromolecule metabolic process	0.279061709750558	20370	1.19161251125672	5.54247365246681e-185	1.14522973028297e-182	169159	2690	2958	1.05319767125308	6.33817993138188e-17	1.87715762301093e-14	positive regulation of macromolecule metabolic process	1.14522973028297e-182	1.19161251125672	human_specific
GO:0048519	negative regulation of biological process	0.448799077147139	31065	1.12996158429803	2.01741989164552e-184	4.07381266756147e-182	162997	4590	5109	1.04047718735949	8.74535343419311e-19	3.70011739346694e-16	negative regulation of biological process	4.07381266756147e-182	1.12996158429803	human_specific
GO:0090304	nucleic acid metabolic process	0.370804426782616	26144	1.15098960332419	4.86292848752797e-178	9.60158213593022e-176	159904	4164	4693	1.02758071817501	1.16997388807352e-08	7.16911585898842e-07	nucleic acid metabolic process	9.60158213593022e-176	1.15098960332419	human_specific
GO:1902531	regulation of intracellular signal transduction	0.195522206307218	14815	1.23694344288733	2.13278064608362e-174	4.11951218270717e-172	161644	1764	1926	1.06071345493357	4.5965963126168e-14	7.70580344105665e-12	regulation of intracellular signal transduction	4.11951218270717e-172	1.23694344288733	human_specific
GO:0006629	lipid metabolic process	0.107225156914046	8808	1.34098800036052	2.22029588456917e-172	4.19730402859512e-170	146043	1168	1297	1.04293837225448	1.71463535623811e-05	0.000528976914589432	lipid metabolic process	4.19730402859512e-170	1.34098800036052	human_specific
GO:0071840	cellular component organization or biogenesis	0.530580116561424	35944	1.10590981107887	2.60104746444128e-172	4.8146472336585e-170	158792	5727	6402	1.03601798120371	3.25115053830497e-20	2.22203634867998e-17	cellular component organization or biogenesis	4.8146472336585e-170	1.10590981107887	human_specific
GO:0044419	biological process involved in interspecies interaction between organisms	0.117438902861487	9517	1.3229162774243	2.98829550018942e-172	5.41857255493531e-170	133506	1406	1620	1.00513891148347	0.308036767122395	0.648727704376346	biological process involved in interspecies interaction between organisms	5.41857255493531e-170	1.3229162774243	human_specific
GO:0006796	phosphate-containing compound metabolic process	0.153501011069577	11962	1.27214563999801	1.60643846797789e-169	2.85464115759671e-167	148622	1592	1747	1.0553729002909	7.9973033797038e-11	7.32536500295549e-09	phosphate-containing compound metabolic process	2.85464115759671e-167	1.27214563999801	human_specific
GO:0006793	phosphorus metabolic process	0.153894425499435	11983	1.27112115527426	8.18393154124818e-169	1.42576924988216e-166	148625	1594	1749	1.05549039945018	7.08113909401858e-11	6.62272851056369e-09	phosphorus metabolic process	1.42576924988216e-166	1.27112115527426	human_specific
GO:0034654	nucleobase-containing compound biosynthetic process	0.353299658821799	24901	1.15058271760928	5.55465544371722e-164	9.49098338796683e-162	157567	3899	4373	1.03259385842648	1.24559677053917e-10	1.09575517883569e-08	nucleobase-containing compound biosynthetic process	9.49098338796683e-162	1.15058271760928	human_specific
GO:0016043	cellular component organization	0.523681089828734	35439	1.10473685590794	7.92642123801114e-164	1.3287972207496e-161	159019	5566	6213	1.03752274961182	5.98106930307393e-21	4.83107279616472e-18	cellular component organization	1.3287972207496e-161	1.10473685590794	human_specific
GO:0006952	defense response	0.128133083055966	10183	1.29735474306232	1.21223446597109e-162	1.99457467225058e-160	141647	1511	1743	1.00397490400842	0.34600243281182	0.681161170900807	defense response	1.99457467225058e-160	1.29735474306232	human_specific
GO:0009891	positive regulation of biosynthetic process	0.245772649661725	17982	1.19439703843256	6.94431424387407e-160	1.12182240103311e-157	169302	2324	2548	1.0563126478207	3.86596647389209e-16	9.28354381635978e-14	positive regulation of biosynthetic process	1.12182240103311e-157	1.19439703843256	human_specific
GO:0012501	programmed cell death	0.175418785584912	13270	1.23492078104261	4.31984357022306e-150	6.8538946645414e-148	157445	1678	1850	1.05045150567845	1.1136676448818e-09	8.31507313006288e-08	programmed cell death	6.8538946645414e-148	1.23492078104261	human_specific
GO:0009057	macromolecule catabolic process	0.112908683912433	9040	1.30702941447952	1.00480088292652e-149	1.5662554113688e-147	140469	1276	1434	1.03052208343288	0.00110729211647993	0.0174320715647014	macromolecule catabolic process	1.5662554113688e-147	1.30702941447952	human_specific
GO:0008219	cell death	0.175676460728209	13281	1.2341316196812	2.16358131821547e-149	3.31438276074904e-147	157671	1682	1854	1.05068381292635	8.89701305294757e-10	6.81465180822751e-08	cell death	3.31438276074904e-147	1.2341316196812	human_specific
GO:1901700	response to oxygen-containing compound	0.156078938262018	11969	1.25186599036182	4.25644395165302e-149	6.40991601871815e-147	158144	1455	1598	1.05448886510774	1.0878461120022e-09	8.1911124619827e-08	response to oxygen-containing compound	6.40991601871815e-147	1.25186599036182	human_specific
GO:0016070	RNA metabolic process	0.343353586738845	24116	1.14658950658376	7.5259831454592e-149	1.11447267079008e-146	161082	3720	4181	1.03043013731154	5.11617853887085e-09	3.34244458219614e-07	RNA metabolic process	1.11447267079008e-146	1.14658950658376	human_specific
GO:0010557	positive regulation of macromolecule biosynthetic process	0.238089906393829	17361	1.19035918931177	3.41052511979736e-147	4.96762552285238e-145	171415	2213	2428	1.05557357910758	5.44006937121694e-15	1.07411147473917e-12	positive regulation of macromolecule biosynthetic process	4.96762552285238e-145	1.19035918931177	human_specific
GO:0023051	regulation of signaling	0.341398509106284	23963	1.14583964321188	4.41352862271825e-146	6.32487126013737e-144	168611	3096	3363	1.06617836250054	9.15125274021546e-30	2.15688562580024e-26	regulation of signaling	6.32487126013737e-144	1.14583964321188	human_specific
GO:0002682	regulation of immune system process	0.128045375620333	10031	1.27886472418253	8.01841889913744e-144	1.1308516177593e-141	153734	1335	1495	1.03417932885117	0.000211574111392802	0.00436156839843397	regulation of immune system process	1.1308516177593e-141	1.27886472418253	human_specific
GO:0141124	intracellular signaling cassette	0.196357640260174	14598	1.21363985849316	1.14910035370629e-143	1.59527447541881e-141	163397	1728	1876	1.06675990472236	2.04634608112576e-16	5.34758380317717e-14	intracellular signaling cassette	1.59527447541881e-141	1.21363985849316	human_specific
GO:0006955	immune response	0.123058861576378	9671	1.28292942561075	2.72708153384998e-141	3.72771068127032e-139	137998	1467	1687	1.00709586095029	0.233052816948014	0.591959485015182	immune response	3.72771068127032e-139	1.28292942561075	human_specific
GO:0010646	regulation of cell communication	0.343214464165255	24017	1.14234543910478	1.78504963989897e-140	2.40305546219733e-138	169468	3101	3368	1.06631486421161	6.14404493495974e-30	2.15688562580024e-26	regulation of cell communication	2.40305546219733e-138	1.14234543910478	human_specific
GO:0009607	response to biotic stimulus	0.108534365767613	8664	1.30315311659466	7.88092398004351e-140	1.04510462033861e-137	134891	1300	1510	0.997062046095818	0.63529653507754	0.834868600711631	response to biotic stimulus	1.04510462033861e-137	1.30315311659466	human_specific
GO:0141187	nucleic acid biosynthetic process	0.336211852137974	23556	1.14375446550453	9.27292167989628e-139	1.21161631067468e-136	160073	3643	4092	1.03104904903186	4.04917325137714e-09	2.74632857545694e-07	nucleic acid biosynthetic process	1.21161631067468e-136	1.14375446550453	human_specific
GO:0006915	apoptotic process	0.171101010441598	12870	1.22792049671313	1.99283329535068e-137	2.56613388828851e-135	158002	1620	1786	1.05048375276061	2.20629722163964e-09	1.55578974716414e-07	apoptotic process	2.56613388828851e-135	1.22792049671313	human_specific
GO:0051707	response to other organism	0.105492838725632	8432	1.3048238762489	6.89596369095867e-137	8.75294819916682e-135	134937	1265	1469	0.997296992904606	0.624985154861434	0.828433999842434	response to other organism	8.75294819916682e-135	1.3048238762489	human_specific
GO:0043207	response to external biotic stimulus	0.105666247929609	8439	1.30376397474438	3.09163721963941e-136	3.86890094316847e-134	134844	1268	1472	0.997624769240563	0.61257070579915	0.820121978078811	response to external biotic stimulus	3.86890094316847e-134	1.30376397474438	human_specific
GO:0009892	negative regulation of metabolic process	0.247576608842347	17863	1.17784749989028	6.29485240622645e-136	7.76802272629472e-134	165813	2377	2682	1.02642255784728	8.22408478176959e-05	0.0020410891979336	negative regulation of metabolic process	7.76802272629472e-134	1.17784749989028	human_specific
GO:0032774	RNA biosynthetic process	0.330170799286869	23094	1.14183874786047	1.57125250958511e-131	1.9124080202279e-129	160533	3558	3991	1.03247607262754	1.39131347207352e-09	1.02163803300605e-07	RNA biosynthetic process	1.9124080202279e-129	1.14183874786047	human_specific
GO:0043412	macromolecule modification	0.185117558074288	13715	1.20946268916777	1.32270069336331e-128	1.58813454872067e-126	142106	1949	2160	1.04499417059812	3.67201557602132e-09	2.50968141484226e-07	macromolecule modification	1.58813454872067e-126	1.20946268916777	human_specific
GO:0010605	negative regulation of macromolecule metabolic process	0.230725893681729	16695	1.18122971271998	1.78732074524967e-128	2.11737930953911e-126	166081	2203	2470	1.03293578579854	3.24380985636461e-06	0.000122643619462977	negative regulation of macromolecule metabolic process	2.11737930953911e-126	1.18122971271998	human_specific
GO:0048584	positive regulation of response to stimulus	0.213167639217469	15540	1.19007413151747	3.25423029476668e-127	3.80445212750025e-125	161597	2013	2217	1.05155952505959	6.15796364399066e-12	6.92576037681734e-10	positive regulation of response to stimulus	3.80445212750025e-125	1.19007413151747	human_specific
GO:0019219	regulation of nucleobase-containing compound metabolic process	0.3230772987376	22591	1.14149309473582	9.90762367935188e-127	1.14323683624729e-124	163922	3337	3708	1.04225085723401	4.57666273182499e-14	7.70580344105665e-12	regulation of nucleobase-containing compound metabolic process	1.14323683624729e-124	1.14149309473582	human_specific
GO:0030097	hemopoiesis	0.0881658820885092	7132	1.32055062079989	1.36982939907133e-123	1.56037618086522e-121	169212	848	941	1.04366713707576	0.000199987623842966	0.00418091773610531	hemopoiesis	1.56037618086522e-121	1.32055062079989	human_specific
GO:0002684	positive regulation of immune system process	0.0878133932111572	7095	1.31897303460531	6.50807244808406e-122	7.31952198749707e-120	151547	932	1039	1.03885789495193	0.000480672958202444	0.00875159679022278	positive regulation of immune system process	7.31952198749707e-120	1.31897303460531	human_specific
GO:0036211	protein modification process	0.176222833840378	13050	1.20890620571372	1.64765860229881e-120	1.82993083517811e-118	144102	1800	1991	1.0470249357835	3.62355270559003e-09	2.49575703791996e-07	protein modification process	1.82993083517811e-118	1.20890620571372	human_specific
GO:0019637	organophosphate metabolic process	0.0814219048067121	6628	1.32887924268458	5.31854850620074e-119	5.83398808365353e-117	141690	906	1013	1.0357967216811	0.00141474259638793	0.0211260301998433	organophosphate metabolic process	5.83398808365353e-117	1.32887924268458	human_specific
GO:1901701	cellular response to oxygen-containing compound	0.115629792669764	8982	1.2680827066445	7.08090628068084e-119	7.67242101266455e-117	160834	1047	1151	1.05348204438689	4.72189190797202e-07	2.17378288094981e-05	cellular response to oxygen-containing compound	7.67242101266455e-117	1.2680827066445	human_specific
GO:0006351	DNA-templated transcription	0.289602602771732	20367	1.14807134871891	3.57182123308101e-118	3.82357007902708e-116	165197	2960	3287	1.04291229347075	9.95223392474544e-13	1.30037644737299e-10	DNA-templated transcription	3.82357007902708e-116	1.14807134871891	human_specific
GO:0001817	regulation of cytokine production	0.0621190690576277	5257	1.38152043924328	7.84223764278821e-118	8.29503350668729e-116	157036	656	728	1.04358598941322	0.00105821062225078	0.0167597172525814	regulation of cytokine production	8.29503350668729e-116	1.38152043924328	human_specific
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.189897309674866	13918	1.19647132954001	2.40279078598139e-117	2.5116230745229e-115	176652	1732	1901	1.05516785108862	1.21824395783639e-11	1.32001189821662e-09	positive regulation of nucleobase-containing compound metabolic process	2.5116230745229e-115	1.19647132954001	human_specific
GO:1901652	response to peptide	0.083420599575493	6749	1.32071891373858	1.63993577964058e-116	1.69428248861704e-114	155127	828	906	1.05841971047095	1.078588640318e-06	4.56345717582163e-05	response to peptide	1.69428248861704e-114	1.32071891373858	human_specific
GO:0032501	multicellular organismal process	0.581162925400989	38381	1.07810897346211	2.28020672964047e-116	2.32869388423628e-114	165598	6008	6944	1.00201908090493	0.303305360934845	0.648727704376346	multicellular organismal process	2.32869388423628e-114	1.07810897346211	human_specific
GO:0046907	intracellular transport	0.109229409137705	8520	1.27333972008878	9.84699851216439e-116	9.94211156597507e-114	139196	1224	1356	1.04538799414348	3.36626374623589e-06	0.000125669131871033	intracellular transport	9.94211156597507e-114	1.27333972008878	human_specific
GO:0043067	regulation of programmed cell death	0.137735844606288	10440	1.2373649170384	4.71824510169339e-115	4.71029300320739e-113	157367	1254	1394	1.04181484756885	1.38568103850017e-05	0.000444468448630832	regulation of programmed cell death	4.71029300320739e-113	1.2373649170384	human_specific
GO:0051239	regulation of multicellular organismal process	0.297294809303478	20801	1.14219739030946	2.1577424214663e-113	2.13017126830312e-111	176366	2568	2818	1.05538231012306	2.34624585266042e-17	8.01784400034146e-15	regulation of multicellular organismal process	2.13017126830312e-111	1.14219739030946	human_specific
GO:0034097	response to cytokine	0.0829320524519318	6691	1.31708223610857	2.57900516430498e-113	2.51807262470877e-111	155917	818	895	1.05848826652053	1.22005792460011e-06	5.0419603070102e-05	response to cytokine	2.51807262470877e-111	1.31708223610857	human_specific
GO:0009890	negative regulation of biosynthetic process	0.213321033277999	15392	1.1778924883199	4.31455258341078e-112	4.16682605473965e-110	169415	1991	2234	1.03215250533811	1.66175493816864e-05	0.000518959506447568	negative regulation of biosynthetic process	4.16682605473965e-110	1.1778924883199	human_specific
GO:0001816	cytokine production	0.0633046461558794	5303	1.36750939170845	4.40717344660905e-112	4.19049475463423e-110	157075	661	734	1.04294445486135	0.00118851692539521	0.0184977109116172	cytokine production	4.19049475463423e-110	1.36750939170845	human_specific
GO:0009894	regulation of catabolic process	0.0843191293295637	6778	1.31225950525941	4.43338781019265e-112	4.19049475463423e-110	147888	863	971	1.02931273400051	0.00907347658093577	0.0860173015655544	regulation of catabolic process	4.19049475463423e-110	1.31225950525941	human_specific
GO:0001775	cell activation	0.098488799039049	7753	1.2850712820712	9.07906015089139e-112	8.49131046743895e-110	170701	965	1066	1.04839728710385	1.18570190044118e-05	0.00038874396256162	cell activation	8.49131046743895e-110	1.2850712820712	human_specific
GO:0051252	regulation of RNA metabolic process	0.306467833830205	21363	1.13794590667017	1.13335936204198e-111	1.04894770122323e-109	166666	3095	3423	1.04715153583822	8.85180660059369e-16	2.01662311913526e-13	regulation of RNA metabolic process	1.04894770122323e-109	1.13794590667017	human_specific
GO:2001141	regulation of RNA biosynthetic process	0.284642821767344	19960	1.14473398663088	2.30281489812012e-110	2.10933096595848e-108	167122	2867	3165	1.04908277994814	1.23265119849042e-15	2.67124534111888e-13	regulation of RNA biosynthetic process	2.10933096595848e-108	1.14473398663088	human_specific
GO:0010558	negative regulation of macromolecule biosynthetic process	0.207877533457043	15016	1.17920953075681	4.78850852362664e-110	4.3414181869819e-108	169090	1932	2163	1.0344425649263	6.04282959242672e-06	0.000210551140896908	negative regulation of macromolecule biosynthetic process	4.3414181869819e-108	1.17920953075681	human_specific
GO:0006355	regulation of DNA-templated transcription	0.284320765112589	19932	1.14442299485417	9.86659129020888e-110	8.85501652661676e-108	167174	2855	3153	1.04866777277352	2.49331346312013e-15	5.03479320905054e-13	regulation of DNA-templated transcription	8.85501652661676e-108	1.14442299485417	human_specific
GO:0033036	macromolecule localization	0.248425325064807	17633	1.15870963133828	1.35166530246168e-109	1.2009546212372e-107	150428	2540	2790	1.054351191507	1.41171135003459e-16	3.91970479533041e-14	macromolecule localization	1.2009546212372e-107	1.15870963133828	human_specific
GO:0009968	negative regulation of signal transduction	0.141320101063451	10605	1.2250420877581	4.6189181514268e-107	4.06327601736902e-105	167924	1238	1345	1.06599247797003	1.09099810071312e-11	1.19673063269581e-09	negative regulation of signal transduction	4.06327601736902e-105	1.2250420877581	human_specific
GO:0042981	regulation of apoptotic process	0.133783926391932	10100	1.23242844116504	6.60883275618056e-107	5.75681167045728e-105	158574	1210	1349	1.03879344495733	7.13091366600305e-05	0.00181251324300871	regulation of apoptotic process	5.75681167045728e-105	1.23242844116504	human_specific
GO:0051254	positive regulation of RNA metabolic process	0.17756295693027	13001	1.19527728364854	7.16012576315718e-107	6.17647741802442e-105	178223	1576	1722	1.05993405468462	2.49157442431244e-12	2.99157280540757e-10	positive regulation of RNA metabolic process	6.17647741802442e-105	1.19527728364854	human_specific
GO:0010629	negative regulation of gene expression	0.098459979315763	7709	1.27815222863266	1.16467289785775e-106	9.95011413217895e-105	164098	978	1087	1.04199369360511	0.000119496374610507	0.00275581859314522	negative regulation of gene expression	9.95011413217895e-105	1.27815222863266	human_specific
GO:0051246	regulation of protein metabolic process	0.130676299813577	9884	1.23475326788486	4.5731803421409e-106	3.86978165142113e-104	154438	1267	1408	1.04214881705045	1.06814525901791e-05	0.000355448338066446	regulation of protein metabolic process	3.86978165142113e-104	1.23475326788486	human_specific
GO:1902532	negative regulation of intracellular signal transduction	0.0727457172907596	5901	1.32422706623116	1.09885600963956e-102	9.21069400532785e-101	159356	665	730	1.05500511442267	3.8654088585787e-05	0.00110431375268398	negative regulation of intracellular signal transduction	9.21069400532785e-101	1.32422706623116	human_specific
GO:0009725	response to hormone	0.0897364036550675	7074	1.2868877629968	3.42195308446171e-102	2.84150029490115e-100	162421	809	874	1.07199526922214	2.62133362263565e-09	1.83390151473368e-07	response to hormone	2.84150029490115e-100	1.2868877629968	human_specific
GO:0030163	protein catabolic process	0.0867539655048912	6859	1.29067156926032	5.52195931548181e-101	4.54283412204221e-99	144070	937	1050	1.03348950707662	0.00226660876658905	0.0306994190413777	protein catabolic process	4.54283412204221e-99	1.29067156926032	human_specific
GO:0002521	leukocyte differentiation	0.0614311650052596	5088	1.35208074254395	3.17141548600742e-100	2.58514005441981e-98	179557	557	605	1.06624154495844	6.01036919532728e-06	0.000210244607482216	leukocyte differentiation	2.58514005441981e-98	1.35208074254395	human_specific
GO:0045321	leukocyte activation	0.0854726075814837	6747	1.28862939181879	4.60141082870062e-98	3.71668501936409e-96	175868	833	923	1.0451992278029	0.000139436738797353	0.00314440462998599	leukocyte activation	3.71668501936409e-96	1.28862939181879	human_specific
GO:0016192	vesicle-mediated transport	0.134574723354766	10068	1.22130458440483	4.88062616130911e-98	3.90669940930013e-96	146869	1357	1484	1.05901406116191	1.94602354217522e-10	1.64670658783113e-08	vesicle-mediated transport	3.90669940930013e-96	1.22130458440483	human_specific
GO:1903131	mononuclear cell differentiation	0.0504870457154785	4279	1.38358741875854	7.71523439239821e-96	6.12052299789805e-94	185341	462	504	1.06161542215715	0.000123551814715741	0.00283338530466297	mononuclear cell differentiation	6.12052299789805e-94	1.38358741875854	human_specific
GO:0048585	negative regulation of response to stimulus	0.169920648691024	12376	1.18899059535976	3.16747230282824e-95	2.49053021332999e-93	163171	1529	1668	1.06161542215715	1.3681842855437e-12	1.71215737705011e-10	negative regulation of response to stimulus	2.49053021332999e-93	1.18899059535976	human_specific
GO:0042592	homeostatic process	0.165908855589315	12105	1.19107607819615	1.60841626445952e-94	1.25357706225639e-92	163857	1522	1676	1.05171100402898	3.11116688001784e-09	2.15958732257488e-07	homeostatic process	1.25357706225639e-92	1.19107607819615	human_specific
GO:0006954	inflammatory response	0.0703479903855268	5670	1.31575684936116	2.69945296452263e-94	2.08562083389422e-92	149855	749	845	1.02655184662167	0.0244016024077841	0.173192681956273	inflammatory response	2.08562083389422e-92	1.31575684936116	human_specific
GO:0098542	defense response to other organism	0.0685378800834016	5536	1.31858973427716	2.79642391697052e-93	2.14191607778302e-91	128272	878	1041	0.976786314544383	0.974946256217508	0.997339423706839	defense response to other organism	2.14191607778302e-91	1.31858973427716	human_specific
GO:0071345	cellular response to cytokine stimulus	0.0770898598784836	6127	1.29746275608855	6.53625156452916e-93	4.96364061118304e-91	158932	743	811	1.06102041295294	1.43090408140302e-06	5.76396353997653e-05	cellular response to cytokine stimulus	4.96364061118304e-91	1.29746275608855	human_specific
GO:1901698	response to nitrogen compound	0.100331291745016	7714	1.25512652262353	1.78572937458843e-92	1.34459368586595e-90	154471	952	1045	1.05505824991068	7.92188232628603e-07	3.50178728701748e-05	response to nitrogen compound	1.34459368586595e-90	1.25512652262353	human_specific
GO:0019941	modification-dependent protein catabolic process	0.0533640195345009	4461	1.36467100709193	2.17203600929645e-92	1.62172604559655e-90	143748	603	673	1.03766705318508	0.00587931805024423	0.0630129564251146	modification-dependent protein catabolic process	1.62172604559655e-90	1.36467100709193	human_specific
GO:0032870	cellular response to hormone stimulus	0.0696366419479827	5603	1.3134909306245	4.91025895438978e-92	3.63563756747943e-90	169690	595	645	1.06834871236111	1.37577300482051e-06	5.60722162744504e-05	cellular response to hormone stimulus	3.63563756747943e-90	1.3134909306245	human_specific
GO:0051603	proteolysis involved in protein catabolic process	0.0649655980590612	5274	1.32525960579202	1.189858288697e-91	8.73709991328331e-90	143493	729	818	1.0321195502368	0.00895982395941152	0.0860173015655544	proteolysis involved in protein catabolic process	8.73709991328331e-90	1.32525960579202	human_specific
GO:0008610	lipid biosynthetic process	0.061351588487624	5019	1.33547468508623	1.90595007673563e-91	1.38806282227837e-89	144333	629	690	1.05574087041399	5.00909826904774e-05	0.00138216888572948	lipid biosynthetic process	1.38806282227837e-89	1.33547468508623	human_specific
GO:0045893	positive regulation of DNA-templated transcription	0.167726681515124	12190	1.18644012851926	2.31278272818149e-91	1.67065646665793e-89	179575	1465	1591	1.06640758365366	7.56353172840622e-14	1.17898209485771e-11	positive regulation of DNA-templated transcription	1.67065646665793e-89	1.18644012851926	human_specific
GO:1902680	positive regulation of RNA biosynthetic process	0.167884376935439	12200	1.18629806928888	2.48410973978978e-91	1.77994476113163e-89	179785	1467	1593	1.06652273535664	6.55513397802474e-14	1.04004223919196e-11	positive regulation of RNA biosynthetic process	1.77994476113163e-89	1.18629806928888	human_specific
GO:0043632	modification-dependent macromolecule catabolic process	0.0541182566411919	4505	1.35892432798435	5.17328020031737e-91	3.67716756638558e-89	143604	608	678	1.03855539287457	0.0047529686333132	0.0540027190626442	modification-dependent macromolecule catabolic process	3.67716756638558e-89	1.35892432798435	human_specific
GO:0006974	DNA damage response	0.0683842991404314	5507	1.31462822510363	6.66656537351471e-91	4.70098677330779e-89	155472	761	874	1.00839109997286	0.280413097250207	0.635417079588903	DNA damage response	4.70098677330779e-89	1.31462822510363	human_specific
GO:0009605	response to external stimulus	0.194910561864465	13957	1.16896358173605	9.82498200295467e-91	6.8736192989175e-89	150221	1984	2258	1.01759159234711	0.0126081787668422	0.109505052144079	response to external stimulus	6.8736192989175e-89	1.16896358173605	human_specific
GO:0007166	cell surface receptor signaling pathway	0.268372495727169	18680	1.13627419301269	1.32629571066086e-90	9.20635733532947e-89	161196	2419	2643	1.05997222420726	6.72641304284725e-19	2.98820899428489e-16	cell surface receptor signaling pathway	9.20635733532947e-89	1.13627419301269	human_specific
GO:0032787	monocarboxylic acid metabolic process	0.0438369926890156	3765	1.40206614812768	2.06468505658139e-90	1.42207183935858e-88	131014	527	594	1.02749555092161	0.0465795144423602	0.262062695636093	monocarboxylic acid metabolic process	1.42207183935858e-88	1.40206614812768	human_specific
GO:0043436	oxoacid metabolic process	0.0658410874888979	5324	1.32003463848105	3.55683674263373e-90	2.43096111217698e-88	129908	770	861	1.03572236308015	0.0032132440723203	0.0400978561552892	oxoacid metabolic process	2.43096111217698e-88	1.32003463848105	human_specific
GO:0019752	carboxylic acid metabolic process	0.0643210694552394	5214	1.32331137679312	1.10867865767953e-89	7.51954952174249e-88	130532	751	839	1.03665382863585	0.00287960071340006	0.0368663578365412	carboxylic acid metabolic process	7.51954952174249e-88	1.32331137679312	human_specific
GO:0006511	ubiquitin-dependent protein catabolic process	0.0531698684220271	4426	1.35890814012094	2.37806509548798e-89	1.60069002828869e-87	144695	593	662	1.03741490580476	0.00659128080497752	0.0688173089920391	ubiquitin-dependent protein catabolic process	1.60069002828869e-87	1.35890814012094	human_specific
GO:0097435	supramolecular fiber organization	0.0662292110011288	5342	1.31673560308567	5.42967416259483e-89	3.62726728831993e-87	140335	665	747	1.03099562721359	0.0150776758487314	0.123168269319542	supramolecular fiber organization	3.62726728831993e-87	1.31673560308567	human_specific
GO:0140546	defense response to symbiont	0.0676823809474355	5441	1.31234304518824	1.06515044873273e-88	7.06258338581366e-87	127362	865	1027	0.97544198300356	0.979970780117981	0.997598577148059	defense response to symbiont	7.06258338581366e-87	1.31234304518824	human_specific
GO:0006082	organic acid metabolic process	0.0665244920656699	5354	1.31383575213795	6.97661648898683e-88	4.59164722256652e-86	129680	777	868	1.0367094884995	0.00241966429759792	0.0321356013216106	organic acid metabolic process	4.59164722256652e-86	1.31383575213795	human_specific
GO:0032868	response to insulin	0.0230980954172881	2207	1.55980546722231	9.41246339166779e-87	6.14924538492414e-85	141439	245	262	1.0829803404379	0.000161143838470365	0.00353521729582516	response to insulin	6.14924538492414e-85	1.55980546722231	human_specific
GO:0007049	cell cycle	0.138333698214207	10201	1.2038130199978	1.65379954215799e-86	1.07255539650173e-84	158240	1394	1566	1.03092434586351	0.000560346397623097	0.00978129222569983	cell cycle	1.07255539650173e-84	1.2038130199978	human_specific
GO:0043933	protein-containing complex organization	0.144949852331776	10635	1.19774397009843	3.5663312288392e-86	2.29614876581423e-84	154045	1546	1736	1.03137250271572	0.000228648389825351	0.00462340879866792	protein-containing complex organization	2.29614876581423e-84	1.19774397009843	human_specific
GO:0007264	small GTPase-mediated signal transduction	0.0522930589009238	4338	1.35422172620716	1.06054944874694e-85	6.77912363461624e-84	161671	434	473	1.0626356176426	0.000155038539544264	0.00343520554576257	small GTPase-mediated signal transduction	6.77912363461624e-84	1.35422172620716	human_specific
GO:0050793	regulation of developmental process	0.258821271179856	18006	1.13569458762875	1.3827669302695e-85	8.77563155388894e-84	175921	2132	2329	1.06016507125448	1.07136556062848e-16	3.07067193747872e-14	regulation of developmental process	8.77563155388894e-84	1.13569458762875	human_specific
GO:0032502	developmental process	0.559203637793817	36649	1.0698833212335	2.11587520308532e-85	1.33330150208603e-83	166301	5548	6248	1.02837429207215	1.02064041411574e-12	1.31425943179976e-10	developmental process	1.33330150208603e-83	1.0698833212335	human_specific
GO:0030036	actin cytoskeleton organization	0.0718318958554415	5702	1.29584829076259	2.55802743230855e-85	1.60056857296207e-83	145848	619	680	1.05423520799242	8.94961497119552e-05	0.00217855695942664	actin cytoskeleton organization	1.60056857296207e-83	1.29584829076259	human_specific
GO:0007010	cytoskeleton organization	0.134642701246892	9941	1.20528994611975	4.8694966679619e-85	3.02555789474416e-83	148197	1287	1448	1.02935638999215	0.0015694029735811	0.0227845513403073	cytoskeleton organization	3.02555789474416e-83	1.20528994611975	human_specific
GO:0071705	nitrogen compound transport	0.160684988250573	11653	1.18387736510581	1.37857021783772e-84	8.50596971214455e-83	149206	1652	1819	1.05179989648875	5.56359430534041e-10	4.53509499109629e-08	nitrogen compound transport	8.50596971214455e-83	1.18387736510581	human_specific
GO:0051641	cellular localization	0.208028431326428	14728	1.15575387291101	3.749422557301e-84	2.29749099459444e-82	147761	2157	2371	1.05359662540223	1.09778152506872e-13	1.573191750038e-11	cellular localization	2.29749099459444e-82	1.15575387291101	human_specific
GO:0009719	response to endogenous stimulus	0.161554289795149	11705	1.18276155539492	3.83260380568052e-84	2.33237567215558e-82	171882	1338	1447	1.07088629880978	2.53313241755045e-14	4.50137630598715e-12	response to endogenous stimulus	2.33237567215558e-82	1.18276155539492	human_specific
